TICKS,CPU%,Memper%,Net_recv,Net_sent
1696936095.69,6.20,35.70,353.44,15.43
1696936097.19,8.10,35.40,353.44,15.43
1696936098.69,9.80,35.50,353.44,15.43
1696936100.20,6.00,35.50,353.44,15.43
1696936101.70,8.10,35.50,353.44,15.43
1696936103.20,8.10,35.60,353.44,15.43
1696936104.70,11.80,35.50,353.44,15.43
1696936106.21,13.80,35.50,353.44,15.43
1696936107.71,16.00,35.50,353.44,15.43
1696936109.21,8.00,35.50,353.44,15.43
1696936110.71,12.00,35.70,353.44,15.43
1696936112.22,11.90,35.50,353.44,15.43
1696936113.72,8.10,35.60,353.44,15.43
1696936115.22,9.90,35.70,353.44,15.43
1696936116.72,8.10,35.80,353.44,15.43
1696936118.23,6.00,35.90,353.44,15.43
1696936119.73,12.10,36.00,353.44,15.43
1696936121.23,8.10,36.10,353.44,15.43
1696936122.73,8.00,36.10,353.44,15.43
1696936124.24,8.00,36.10,353.44,15.43
1696936125.74,8.10,35.90,353.44,15.43
1696936127.24,10.10,36.00,353.44,15.43
1696936128.74,8.10,35.90,353.44,15.43
1696936130.24,2.00,36.00,353.45,15.43
1696936131.75,10.00,35.50,353.45,15.43
1696936133.25,5.90,35.60,353.45,15.43
1696936134.75,6.10,35.60,353.45,15.43
1696936136.26,16.20,35.70,353.45,15.43
1696936137.76,6.10,35.70,353.45,15.43
1696936139.26,8.00,35.60,353.45,15.43
1696936140.76,9.90,35.60,353.45,15.43
1696936142.27,10.10,35.40,353.45,15.43
1696936143.77,7.90,35.50,353.45,15.43
1696936145.27,6.00,35.50,353.45,15.43
1696936146.77,8.10,35.40,353.45,15.43
1696936148.28,7.90,35.40,353.45,15.43
1696936149.78,11.80,35.60,353.45,15.43
1696936151.28,8.30,35.70,353.45,15.43
1696936152.78,12.00,35.50,353.45,15.43
1696936154.29,10.00,35.50,353.45,15.43
1696936155.79,10.00,35.60,353.45,15.43
1696936157.29,13.80,35.60,353.45,15.43
1696936158.79,8.20,35.70,353.45,15.43
1696936160.30,10.10,35.70,353.45,15.43
1696936161.80,8.20,35.70,353.45,15.43
1696936163.30,7.90,35.70,353.45,15.43
1696936164.80,10.20,35.50,353.45,15.43
1696936166.31,12.60,35.50,353.45,15.43
1696936167.81,4.10,35.60,353.45,15.43
1696936169.31,7.90,35.60,353.45,15.43
1696936170.81,13.70,35.70,353.45,15.43
1696936172.32,10.10,35.70,353.45,15.43
1696936173.82,10.20,35.80,353.45,15.43
1696936175.32,6.00,35.80,353.45,15.43
1696936176.82,11.80,35.80,353.45,15.43
1696936178.33,8.10,35.90,353.45,15.43
1696936179.83,10.10,35.90,353.45,15.43
1696936181.33,14.30,36.00,353.45,15.43
1696936182.83,13.80,36.10,353.45,15.43
1696936184.33,8.20,35.90,353.45,15.43
1696936185.84,12.10,35.90,353.45,15.43
1696936187.34,14.00,35.60,353.45,15.43
1696936188.84,10.10,35.50,353.45,15.43
1696936190.34,4.10,35.50,353.45,15.43
1696936191.84,15.50,35.60,353.45,15.43
1696936193.35,9.80,35.60,353.45,15.43
1696936194.85,11.90,35.60,353.45,15.43
1696936196.35,12.30,35.60,353.45,15.43
1696936197.85,13.90,35.60,353.45,15.43
1696936199.36,6.00,35.60,353.45,15.43
1696936200.86,8.10,35.60,353.45,15.43
1696936202.36,13.30,35.60,353.45,15.43
1696936203.87,10.00,35.60,353.45,15.43
1696936205.37,4.00,35.60,353.45,15.43
1696936206.87,10.00,35.60,353.45,15.43
1696936208.37,5.90,35.70,353.45,15.43
1696936209.88,10.20,35.80,353.45,15.44
1696936211.38,16.00,35.80,353.45,15.44
1696936212.88,8.20,35.80,353.45,15.44
1696936214.38,4.10,35.90,353.45,15.44
1696936215.88,13.60,35.70,353.45,15.44
1696936217.39,11.80,35.80,353.45,15.44
1696936218.89,14.10,35.80,353.45,15.44
1696936220.39,10.10,36.00,353.45,15.44
1696936221.89,11.80,36.00,353.45,15.44
1696936223.40,8.10,35.90,353.45,15.44
1696936224.90,8.30,35.90,353.45,15.44
1696936226.40,17.80,36.00,353.45,15.44
1696936227.90,6.20,36.00,353.45,15.44
1696936229.41,6.00,36.00,353.45,15.44
1696936230.91,10.10,35.90,353.45,15.44
1696936232.41,10.10,35.90,353.45,15.44
1696936233.91,10.10,36.10,353.45,15.44
1696936235.42,12.00,36.10,353.45,15.44
1696936236.92,4.10,35.90,353.45,15.44
1696936238.42,6.00,36.00,353.45,15.44
1696936239.92,10.00,36.10,353.45,15.44
1696936241.43,12.20,36.00,353.45,15.44
1696936242.93,10.10,35.80,353.45,15.44
1696936244.43,13.60,35.90,353.45,15.44
1696936245.93,6.10,35.90,353.45,15.44
1696936247.43,11.90,36.00,353.45,15.44
1696936248.94,8.10,36.00,353.45,15.44
1696936250.44,6.00,36.00,353.45,15.44
1696936251.94,6.20,35.90,353.45,15.44
1696936253.44,9.80,35.90,353.45,15.44
1696936254.94,6.20,35.90,353.45,15.44
1696936256.45,17.80,35.90,353.45,15.44
1696936257.95,6.10,36.00,353.45,15.44
1696936259.45,8.00,36.00,353.45,15.44
1696936260.95,12.00,36.00,353.45,15.44
1696936262.46,15.90,35.70,353.45,15.44
1696936263.96,12.00,35.70,353.45,15.44
1696936265.46,8.10,35.80,353.45,15.44
1696936266.96,8.20,35.90,353.45,15.44
1696936268.47,4.10,35.90,353.45,15.44
1696936269.97,8.10,36.00,353.45,15.44
1696936271.47,21.80,36.10,353.45,15.44
1696936272.97,8.10,36.20,353.45,15.44
1696936274.47,6.10,35.90,353.45,15.44
1696936275.98,6.00,36.00,353.45,15.44
1696936277.48,10.20,36.00,353.45,15.44
1696936278.98,8.10,36.00,353.45,15.44
1696936280.48,8.00,36.00,353.45,15.44
1696936281.99,8.10,35.80,353.45,15.44
1696936283.49,9.90,35.90,353.45,15.44
1696936284.99,6.10,35.90,353.45,15.44
1696936286.49,16.10,36.00,353.45,15.44
1696936288.00,10.10,36.00,353.45,15.44
1696936289.50,2.10,36.00,353.45,15.44
1696936291.01,10.10,35.80,353.45,15.44
1696936292.51,8.10,35.50,353.45,15.44
1696936294.01,6.10,35.60,353.45,15.44
1696936295.51,6.00,35.70,353.45,15.44
1696936297.02,8.10,35.70,353.45,15.44
1696936298.52,9.80,35.70,353.45,15.44
1696936300.02,8.00,35.70,353.45,15.44
1696936301.52,14.20,35.70,353.45,15.44
1696936303.03,6.10,35.70,353.45,15.44
1696936304.53,8.00,35.70,353.45,15.44
1696936306.03,6.10,35.70,353.45,15.44
1696936307.53,10.10,35.80,353.45,15.44
1696936309.04,6.20,35.80,353.45,15.44
1696936310.54,6.20,35.80,353.46,15.44
1696936312.04,10.00,35.60,353.46,15.44
1696936313.54,6.00,35.70,353.46,15.44
1696936315.05,8.10,35.70,353.46,15.44
1696936316.55,16.20,35.70,353.46,15.44
1696936318.05,6.10,35.70,353.46,15.44
1696936319.55,7.80,35.70,353.46,15.44
1696936321.05,9.80,35.70,353.46,15.44
1696936322.56,10.20,35.50,353.46,15.44
1696936324.06,11.80,35.60,353.46,15.44
1696936325.56,4.20,35.40,353.46,15.44
1696936327.06,11.80,35.40,353.46,15.44
1696936328.57,11.90,35.40,353.46,15.44
1696936330.07,9.80,35.40,353.46,15.44
1696936331.57,16.00,35.40,353.46,15.44
1696936333.07,10.00,35.50,353.46,15.44
1696936334.58,9.90,35.60,353.46,15.44
1696936336.08,11.90,35.60,353.46,15.44
1696936337.58,6.10,35.60,353.46,15.44
1696936339.08,13.70,35.70,353.46,15.44
1696936340.59,4.00,35.70,353.46,15.44
1696936342.09,4.10,35.60,353.46,15.44
1696936343.59,6.10,35.60,353.46,15.44
1696936345.09,10.10,35.60,353.46,15.44
1696936346.60,14.10,35.60,353.46,15.44
1696936348.10,11.80,35.60,353.46,15.44
1696936349.60,0.00,35.60,353.46,15.44
1696936351.10,8.10,35.60,353.46,15.44
1696936352.61,12.00,35.40,353.46,15.44
1696936354.11,8.00,35.50,353.46,15.44
1696936355.61,10.00,35.50,353.46,15.44
1696936357.11,8.00,35.50,353.46,15.45
1696936358.61,8.10,35.50,353.46,15.45
1696936360.12,12.00,35.50,353.46,15.45
1696936361.62,16.10,35.60,353.46,15.45
1696936363.12,10.00,35.30,353.46,15.45
1696936364.62,8.00,35.40,353.46,15.45
1696936366.13,15.50,35.50,353.46,15.45
1696936367.63,10.30,35.50,353.46,15.45
1696936369.13,11.90,35.60,353.46,15.45
1696936370.63,10.00,35.60,353.46,15.45
1696936372.14,8.00,35.60,353.46,15.45
1696936373.64,6.10,35.60,353.46,15.45
1696936375.14,12.30,35.60,353.46,15.45
1696936376.64,8.30,35.70,353.46,15.45
1696936378.15,8.10,35.70,353.46,15.45
1696936379.65,9.90,35.70,353.46,15.45
1696936381.15,14.00,35.60,353.46,15.45
1696936382.65,11.90,35.70,353.46,15.45
1696936384.15,6.20,35.70,353.46,15.45
1696936385.66,6.00,35.70,353.46,15.45
1696936387.16,10.10,35.80,353.46,15.45
1696936388.66,11.80,35.90,353.46,15.45
1696936390.17,12.10,35.80,353.46,15.45
1696936391.67,6.10,35.70,353.46,15.45
1696936393.17,6.10,35.70,353.46,15.45
1696936394.67,4.10,35.80,353.46,15.45
1696936396.17,21.80,35.70,353.46,15.45
1696936397.68,12.00,35.80,353.46,15.45
1696936399.18,7.90,35.60,353.46,15.45
1696936400.68,4.00,35.60,353.46,15.45
1696936402.18,14.00,35.40,353.46,15.45
1696936403.69,8.00,35.40,353.46,15.45
1696936405.19,10.10,35.40,353.46,15.45
1696936406.69,9.80,35.50,353.46,15.45
1696936408.19,10.10,35.60,353.46,15.45
1696936409.70,9.80,35.70,353.46,15.45
1696936411.20,14.40,35.70,353.46,15.45
1696936412.70,5.90,35.60,353.46,15.45
1696936414.20,11.80,35.70,353.46,15.45
1696936415.70,8.10,35.60,353.46,15.45
1696936417.21,15.80,35.60,353.46,15.45
1696936418.71,9.90,35.70,353.46,15.45
1696936420.21,8.30,35.80,353.46,15.45
1696936421.71,8.00,35.90,353.46,15.45
1696936423.21,12.00,35.90,353.46,15.45
1696936424.72,10.00,35.70,353.46,15.45
1696936426.22,14.40,35.30,353.46,15.45
1696936427.72,9.80,35.40,353.46,15.45
1696936429.22,16.80,35.70,353.46,15.45
1696936430.72,6.00,35.70,353.46,15.45
1696936432.23,10.10,35.80,353.46,15.45
1696936433.73,23.90,35.80,353.46,15.45
1696936435.25,114.00,35.90,353.46,15.45
1696936436.76,111.80,35.90,353.46,15.45
1696936438.27,110.40,35.70,353.46,15.45
1696936439.79,110.00,35.70,353.46,15.45
1696936441.29,115.20,35.70,353.46,15.45
1696936442.79,106.10,35.70,353.46,15.45
1696936444.31,112.00,35.50,353.46,15.45
1696936445.82,108.20,35.50,353.46,15.45
1696936447.34,106.70,35.50,353.46,15.45
1696936448.84,112.20,35.50,353.46,15.45
1696936450.35,108.50,35.60,353.46,15.45
1696936451.85,110.40,35.70,353.46,15.45
1696936453.36,131.10,35.80,353.47,15.45
1696936454.87,108.50,35.80,353.47,15.45
1696936456.37,27.60,35.80,353.47,15.45
1696936457.87,8.20,35.50,353.47,15.45
1696936459.37,10.00,35.60,353.47,15.45
1696936460.88,10.10,35.60,353.47,15.45
1696936462.38,10.20,35.60,353.47,15.45
1696936463.88,12.00,35.70,353.47,15.45
1696936465.38,8.20,35.40,353.47,15.45
1696936466.89,6.20,35.50,353.47,15.45
1696936468.39,9.90,35.50,353.47,15.45
1696936469.89,16.30,35.50,353.47,15.45
1696936471.40,14.20,35.50,353.47,15.45
1696936472.90,12.20,35.40,353.47,15.45
1696936474.41,8.10,35.10,353.47,15.45
1696936475.91,10.10,35.30,353.47,15.45
1696936477.41,10.10,35.50,353.47,15.45
1696936478.91,10.10,35.50,353.47,15.45
1696936480.42,6.10,35.50,353.47,15.45
1696936481.92,8.00,35.50,353.47,15.45
1696936483.42,8.20,35.50,353.47,15.45
1696936484.92,17.70,35.50,353.47,15.45
1696936486.42,20.20,35.50,353.47,15.45
1696936487.93,11.90,35.40,353.47,15.45
1696936489.43,13.90,35.50,353.47,15.45
1696936490.93,10.10,35.60,353.47,15.45
1696936492.44,12.10,35.60,353.47,15.45
1696936493.94,10.10,35.70,353.47,15.45
1696936495.44,8.00,35.70,353.47,15.45
1696936496.94,15.90,35.80,353.47,15.45
1696936498.44,8.00,35.30,353.47,15.45
1696936499.95,6.00,35.40,353.47,15.45
1696936501.45,12.30,35.40,353.47,15.45
1696936502.95,10.00,35.40,353.47,15.45
1696936504.45,8.20,35.40,353.47,15.45
1696936505.96,8.10,35.50,353.47,15.46
1696936507.46,12.20,35.40,353.47,15.46
1696936508.96,8.00,35.50,353.47,15.46
1696936510.46,10.20,35.60,353.47,15.46
1696936511.97,8.20,35.60,353.47,15.46
1696936513.47,8.20,35.30,353.47,15.46
1696936514.97,8.10,35.30,353.47,15.46
1696936516.47,14.40,35.40,353.47,15.46
1696936517.98,4.20,35.40,353.47,15.46
1696936519.48,6.10,35.50,353.47,15.46
1696936520.98,10.10,35.50,353.47,15.46
1696936522.48,9.90,35.60,353.47,15.46
1696936523.99,10.30,35.50,353.47,15.46
1696936525.49,6.10,35.50,353.47,15.46
1696936526.99,6.10,35.50,353.47,15.46
1696936528.49,11.80,35.30,353.47,15.46
1696936529.99,11.80,35.40,353.47,15.46
1696936531.50,18.40,35.40,353.47,15.46
1696936533.00,10.10,35.50,353.47,15.46
1696936534.50,8.10,35.50,353.47,15.46
1696936536.00,8.10,35.60,353.47,15.46
1696936537.51,8.20,35.60,353.47,15.46
1696936539.01,9.90,35.60,353.47,15.46
1696936540.51,9.80,35.60,353.47,15.46
1696936542.01,12.10,35.60,353.47,15.46
1696936543.52,4.10,35.60,353.47,15.46
1696936545.02,10.20,35.60,353.47,15.46
1696936546.52,16.10,35.70,353.47,15.46
1696936548.03,9.90,35.70,353.47,15.46
1696936549.53,8.20,35.70,353.47,15.46
1696936551.03,10.10,35.70,353.47,15.46
1696936552.53,12.20,35.80,353.47,15.46
1696936554.04,10.00,35.80,353.47,15.46
1696936555.54,10.00,35.80,353.47,15.46
1696936557.04,23.80,35.90,353.47,15.46
1696936558.55,4.10,35.70,353.47,15.46
1696936560.05,10.20,35.70,353.47,15.46
1696936561.55,16.10,35.70,353.47,15.46
1696936563.06,10.10,35.70,353.47,15.46
1696936564.56,6.10,35.70,353.47,15.46
1696936566.06,10.10,35.80,353.47,15.46
1696936567.56,13.90,35.80,353.47,15.46
1696936569.07,8.20,35.90,353.47,15.46
1696936570.57,8.20,35.90,353.47,15.46
1696936572.07,10.00,35.80,353.47,15.46
1696936573.57,11.90,35.90,353.47,15.46
1696936575.08,6.10,35.80,353.47,15.46
1696936576.58,16.30,35.60,353.47,15.46
1696936578.08,10.10,35.40,353.47,15.46
1696936579.58,12.10,35.40,353.47,15.46
1696936581.09,20.70,35.40,353.47,15.46
1696936582.60,14.10,35.40,353.47,15.46
1696936584.10,8.10,35.50,353.47,15.46
1696936585.60,8.20,35.60,353.47,15.46
1696936587.10,13.80,35.60,353.47,15.46
1696936588.61,15.80,35.60,353.47,15.46
1696936590.11,6.20,35.70,353.47,15.46
1696936591.61,18.40,35.60,353.47,15.46
1696936593.11,24.40,35.60,353.47,15.46
1696936594.62,10.00,35.60,353.47,15.46
1696936596.12,13.80,35.60,353.47,15.46
1696936597.62,14.10,35.40,353.47,15.46
1696936599.12,11.80,35.50,353.47,15.46
1696936600.63,6.30,35.50,353.47,15.46
1696936602.13,12.00,35.60,353.47,15.46
1696936603.63,15.80,35.60,353.47,15.46
1696936605.13,15.50,35.60,353.47,15.46
1696936606.64,24.50,35.60,353.47,15.46
1696936608.14,8.20,35.60,353.47,15.46
1696936609.64,8.20,35.70,353.48,15.46
1696936611.15,15.60,35.70,353.48,15.46
1696936612.65,18.10,35.60,353.48,15.46
1696936614.15,8.10,35.70,353.48,15.46
1696936615.65,12.10,35.70,353.48,15.46
1696936617.16,28.20,35.80,353.48,15.46
1696936618.66,12.10,35.70,353.48,15.46
1696936620.16,12.00,35.70,353.48,15.46
1696936621.67,20.00,35.80,353.48,15.46
1696936623.17,13.90,35.80,353.48,15.46
1696936624.67,10.20,35.80,353.48,15.46
1696936626.17,14.10,35.70,353.48,15.46
1696936627.67,14.20,35.80,353.48,15.46
1696936629.18,9.90,35.80,353.48,15.46
1696936630.68,10.20,35.80,353.48,15.46
1696936632.18,10.00,35.80,353.48,15.46
1696936633.68,16.20,36.00,353.48,15.46
1696936635.19,10.00,36.00,353.48,15.46
1696936636.69,12.20,36.00,353.48,15.46
1696936638.19,16.00,35.70,353.48,15.46
1696936639.69,13.90,35.80,353.48,15.46
1696936641.20,16.50,35.80,353.48,15.46
1696936642.70,18.00,35.90,353.48,15.46
1696936644.20,11.90,35.80,353.48,15.46
1696936645.70,12.20,35.80,353.48,15.46
1696936647.21,17.50,35.70,353.48,15.46
1696936648.71,12.00,35.90,353.48,15.46
1696936650.21,8.20,35.90,353.48,15.46
1696936651.71,12.00,35.80,353.48,15.46
1696936653.22,12.40,35.90,353.48,15.46
1696936654.72,12.30,35.70,353.48,15.47
1696936656.22,16.60,35.80,353.48,15.47
1696936657.72,12.10,35.70,353.48,15.47
1696936659.23,14.00,35.70,353.48,15.47
1696936660.73,14.00,35.80,353.48,15.47
1696936662.23,12.50,35.70,353.48,15.47
1696936663.74,14.00,35.80,353.48,15.47
1696936665.24,15.70,35.80,353.48,15.47
1696936666.74,12.10,35.90,353.48,15.47
1696936668.24,10.10,35.90,353.48,15.47
1696936669.74,14.30,35.90,353.48,15.47
1696936671.25,18.20,35.90,353.48,15.47
1696936672.75,12.10,35.90,353.48,15.47
1696936674.25,10.20,35.70,353.48,15.47
1696936675.76,15.80,35.80,353.48,15.47
1696936677.26,14.10,35.90,353.48,15.47
1696936678.76,10.00,36.00,353.48,15.47
1696936680.26,14.10,35.80,353.48,15.47
1696936681.77,13.90,35.80,353.48,15.47
1696936683.27,30.90,35.80,353.48,15.47
1696936684.77,10.20,35.80,353.48,15.47
1696936686.28,12.50,35.70,353.48,15.47
1696936687.78,10.20,35.80,353.48,15.47
1696936689.28,10.00,35.80,353.48,15.47
1696936690.78,8.20,35.80,353.48,15.47
1696936692.29,14.10,35.80,353.48,15.47
1696936693.79,12.10,35.90,353.48,15.47
1696936695.29,11.80,35.90,353.48,15.47
1696936696.79,10.20,35.80,353.48,15.47
1696936698.29,8.10,35.80,353.48,15.47
1696936699.80,10.10,35.70,353.48,15.47
1696936701.30,14.30,35.80,353.48,15.47
1696936702.80,14.10,36.00,353.48,15.47
1696936704.30,10.20,35.80,353.48,15.47
1696936705.80,16.20,35.90,353.48,15.47
1696936707.31,28.00,35.80,353.48,15.47
1696936708.81,14.00,35.80,353.48,15.47
1696936710.31,8.10,35.90,353.48,15.47
1696936711.81,10.10,35.80,353.48,15.47
1696936713.32,10.10,35.70,353.48,15.47
1696936714.82,12.10,35.70,353.48,15.47
1696936716.32,16.30,35.80,353.48,15.47
1696936717.82,10.20,35.90,353.48,15.47
1696936719.32,25.50,35.90,353.48,15.47
1696936720.83,12.00,36.00,353.48,15.47
1696936722.33,14.10,36.10,353.48,15.47
1696936723.84,11.90,35.90,353.48,15.47
1696936725.34,10.40,35.70,353.48,15.47
1696936726.84,12.10,35.80,353.48,15.47
1696936728.34,10.20,35.80,353.48,15.47
1696936729.85,13.80,35.90,353.48,15.47
1696936731.35,14.50,36.00,353.48,15.47
1696936732.85,12.10,35.90,353.48,15.47
1696936734.35,10.20,35.90,353.48,15.47
1696936735.86,14.20,35.90,353.48,15.47
1696936737.36,16.10,35.90,353.48,15.47
1696936738.86,10.20,35.90,353.48,15.47
1696936740.36,8.30,35.90,353.48,15.47
1696936741.87,8.20,36.00,353.48,15.47
1696936743.37,30.60,35.90,353.48,15.47
1696936744.87,8.30,35.90,353.48,15.47
1696936746.37,18.40,36.00,353.48,15.47
1696936747.87,8.30,35.90,353.48,15.47
1696936749.38,18.00,36.00,353.49,15.47
1696936750.88,6.30,36.00,353.49,15.47
1696936752.38,14.30,36.00,353.49,15.47
1696936753.88,8.10,36.00,353.49,15.47
1696936755.39,35.10,36.00,353.49,15.48
1696936756.89,8.20,35.80,353.49,15.48
1696936758.39,10.30,35.80,353.49,15.48
1696936759.90,12.00,35.80,353.49,15.48
1696936761.40,18.10,35.70,353.49,15.48
1696936762.90,4.20,35.80,353.49,15.48
1696936764.40,8.30,35.90,353.49,15.48
1696936765.91,8.10,35.90,353.49,15.48
1696936767.41,18.00,36.00,353.49,15.48
1696936768.91,12.40,36.00,353.49,15.48
1696936770.41,16.00,36.00,353.49,15.48
1696936771.92,6.10,36.00,353.49,15.48
1696936773.42,12.50,35.80,353.49,15.48
1696936774.92,8.20,35.80,353.49,15.48
1696936776.42,22.00,35.80,353.49,15.48
1696936777.93,11.90,35.90,353.49,15.48
1696936779.43,12.10,35.90,353.49,15.48
1696936780.93,10.00,35.90,353.49,15.48
1696936782.43,39.20,35.90,353.49,15.48
1696936783.94,12.10,35.90,353.49,15.48
1696936785.44,14.10,35.90,353.49,15.48
1696936786.94,8.20,35.90,353.49,15.48
1696936788.45,12.10,35.80,353.49,15.48
1696936789.95,14.00,35.80,353.49,15.48
1696936791.45,24.00,36.00,353.49,15.48
1696936792.95,10.00,35.80,353.49,15.48
1696936794.46,14.00,36.00,353.49,15.48
1696936795.96,9.90,36.00,353.49,15.48
1696936797.46,16.20,35.80,353.49,15.48
1696936798.96,14.00,35.80,353.49,15.48
1696936800.47,10.10,35.90,353.49,15.48
1696936801.97,14.20,35.90,353.49,15.48
1696936803.47,16.00,35.90,353.49,15.48
1696936804.98,14.00,35.90,353.49,15.48
1696936806.48,20.40,36.00,353.49,15.48
1696936807.98,22.40,36.00,353.49,15.48
1696936809.48,6.30,36.00,353.49,15.48
1696936810.99,8.20,36.00,353.49,15.48
1696936812.49,20.00,35.90,353.49,15.48
1696936813.99,11.90,35.90,353.49,15.48
1696936815.49,14.10,35.90,353.49,15.48
1696936817.00,10.00,35.90,353.49,15.48
1696936818.50,12.30,35.90,353.49,15.48
1696936820.00,10.20,35.90,353.49,15.48
1696936821.50,41.70,35.90,353.49,15.48
1696936823.01,12.00,35.80,353.49,15.48
1696936824.51,13.90,35.80,353.49,15.48
1696936826.01,8.10,35.80,353.49,15.48
1696936827.51,18.00,35.90,353.49,15.48
1696936829.02,8.20,35.70,353.49,15.48
1696936830.52,12.40,35.80,353.49,15.48
1696936832.02,12.00,35.90,353.49,15.48
1696936833.52,16.00,35.90,353.49,15.48
1696936835.03,8.30,35.80,353.49,15.48
1696936836.54,18.60,35.70,353.49,15.48
1696936838.04,8.10,35.80,353.49,15.48
1696936839.54,14.00,35.80,353.49,15.48
1696936841.04,11.90,35.70,353.49,15.48
1696936842.54,18.10,35.80,353.49,15.48
1696936844.05,10.10,35.80,353.49,15.48
1696936845.55,12.30,35.90,353.49,15.48
1696936847.05,27.90,36.00,353.49,15.48
1696936848.55,14.20,35.80,353.49,15.48
1696936850.06,8.30,35.80,353.49,15.48
1696936851.56,18.40,35.90,353.50,15.48
1696936853.06,10.20,35.80,353.50,15.48
1696936854.56,15.80,35.80,353.50,15.48
1696936856.06,15.60,35.90,353.50,15.48
1696936857.57,14.30,36.00,353.50,15.48
1696936859.07,10.10,36.00,353.50,15.48
1696936860.57,12.00,35.90,353.50,15.48
1696936862.08,12.10,35.90,353.50,15.48
1696936863.58,10.30,36.00,353.50,15.48
1696936865.08,11.90,35.90,353.50,15.48
1696936866.58,20.30,35.90,353.50,15.48
1696936868.09,10.00,36.00,353.50,15.48
1696936869.59,12.40,36.10,353.50,15.48
1696936871.09,14.10,36.00,353.50,15.48
1696936872.59,30.00,36.10,353.50,15.48
1696936874.11,10.20,35.90,353.50,15.48
1696936875.61,16.00,35.70,353.50,15.48
1696936877.11,12.10,35.80,353.50,15.48
1696936878.61,12.10,35.80,353.50,15.48
1696936880.12,13.70,35.80,353.50,15.48
1696936881.62,18.20,35.90,353.50,15.48
1696936883.12,11.80,35.80,353.50,15.48
1696936884.62,14.00,35.80,353.50,15.48
1696936886.13,31.90,35.90,353.50,15.48
1696936887.63,21.80,35.90,353.50,15.48
1696936889.14,12.00,35.90,353.50,15.48
1696936890.64,12.10,35.90,353.50,15.48
1696936892.14,11.90,35.90,353.50,15.48
1696936893.64,14.20,35.90,353.50,15.48
1696936895.15,6.10,36.00,353.50,15.48
1696936896.65,18.40,36.00,353.50,15.48
1696936898.15,14.00,36.00,353.50,15.48
1696936899.65,34.00,35.90,353.50,15.49
1696936901.16,10.20,35.80,353.50,15.49
1696936902.66,16.40,35.80,353.50,15.49
1696936904.16,12.00,35.80,353.50,15.49
1696936905.66,23.40,36.00,353.50,15.49
1696936907.17,8.20,36.10,353.50,15.49
1696936908.67,12.30,36.10,353.50,15.49
1696936910.17,10.10,36.00,353.50,15.49
1696936911.67,40.10,36.00,353.50,15.49
1696936913.18,10.20,36.10,353.50,15.49
1696936914.68,10.20,36.00,353.50,15.49
1696936916.18,10.20,36.00,353.50,15.49
1696936917.68,17.90,36.10,353.50,15.49
1696936919.19,10.00,35.90,353.50,15.49
1696936920.69,13.80,36.00,353.50,15.49
1696936922.19,8.20,36.00,353.50,15.49
1696936923.69,19.50,35.70,353.50,15.49
1696936925.20,32.70,35.80,353.50,15.49
1696936926.70,17.80,35.80,353.50,15.49
1696936928.20,12.00,35.80,353.50,15.49
1696936929.70,13.90,35.80,353.50,15.49
1696936931.21,16.10,35.90,353.50,15.49
1696936932.71,14.30,35.90,353.50,15.49
1696936934.21,15.70,35.90,353.50,15.49
1696936935.71,14.00,35.90,353.50,15.49
1696936937.22,10.20,35.90,353.50,15.49
1696936938.72,33.40,35.90,353.50,15.49
1696936940.22,12.00,35.80,353.50,15.49
1696936941.73,16.00,35.80,353.50,15.49
1696936943.23,10.00,35.90,353.50,15.49
1696936944.73,12.00,36.00,353.50,15.49
1696936946.23,14.30,36.00,353.50,15.49
1696936947.74,14.00,36.10,353.50,15.49
1696936949.24,8.20,36.10,353.50,15.49
1696936950.74,40.80,36.00,353.50,15.49
1696936952.24,14.30,35.80,353.50,15.49
1696936953.74,14.10,35.90,353.50,15.49
1696936955.25,14.10,35.90,353.50,15.49
1696936956.75,10.20,35.90,353.50,15.49
1696936958.25,15.50,35.90,353.50,15.49
1696936959.76,19.40,36.00,353.50,15.49
1696936961.26,21.80,36.00,353.50,15.49
1696936962.76,39.00,36.00,353.50,15.49
1696936964.26,12.00,36.00,353.50,15.49
1696936965.77,13.80,35.80,353.50,15.49
1696936967.27,14.30,35.90,353.50,15.49
1696936968.77,23.00,35.80,353.50,15.49
1696936970.27,11.80,35.70,353.50,15.49
1696936971.77,13.90,35.80,353.50,15.49
1696936973.28,11.90,35.90,353.50,15.49
1696936974.78,24.00,35.80,353.50,15.49
1696936976.29,20.10,35.80,353.50,15.49
1696936977.79,13.90,35.80,353.50,15.49
1696936979.29,13.70,35.80,353.50,15.49
1696936980.79,14.00,35.70,353.50,15.49
1696936982.30,17.60,35.80,353.50,15.49
1696936983.80,16.30,35.90,353.50,15.49
1696936985.30,6.10,35.90,353.50,15.49
1696936986.80,12.10,35.90,353.50,15.49
1696936988.30,30.30,35.90,353.50,15.49
1696936989.81,10.20,35.90,353.50,15.49
1696936991.31,18.20,35.90,353.50,15.49
1696936992.81,14.00,35.80,353.50,15.49
1696936994.31,10.10,35.80,353.50,15.49
1696936995.82,10.20,35.90,353.50,15.49
1696936997.32,8.40,36.00,353.50,15.49
1696936998.82,10.20,36.00,353.50,15.49
1696937000.32,10.20,36.00,353.50,15.49
1696937001.83,35.10,36.00,353.50,15.49
1696937003.33,10.10,35.90,353.50,15.49
1696937004.83,12.10,35.80,353.50,15.49
1696937006.34,16.30,35.80,353.50,15.49
